area,row,col,x,y
2,18,5,1588.7,342.0
2,18,4,1607.3,342.0
2,18,3,1625.9,342.0
2,18,2,1644.4,342.0
2,18,1,1663.0,342.0
2,19,55,660.0,319.0
2,19,54,678.6,319.0
2,19,53,697.1,319.0
2,19,52,715.7,319.0
2,19,51,734.3,319.0
2,19,50,752.9,319.0
2,19,49,771.4,319.0
2,19,48,790.0,319.0
2,19,47,808.6,319.0
2,19,46,827.2,319.0
2,19,45,845.7,319.0
2,19,44,864.3,319.0
2,19,43,882.9,319.0
2,19,42,901.5,319.0
2,19,41,920.0,319.0
2,19,40,938.6,319.0
2,19,39,957.2,319.0
2,19,38,975.8,319.0
2,19,37,994.3,319.0
2,19,36,1012.9,319.0
2,19,35,1031.5,319.0
2,19,34,1050.1,319.0
2,19,33,1068.6,319.0
2,19,32,1087.2,319.0
2,19,31,1105.8,319.0
2,19,30,1124.4,319.0
2,19,29,1142.9,319.0
